Estimate,Est.Error,Q2.5,Q97.5,checkpoint,Parameter
0.20949508360959332,0.9770967459830464,-1.656860354045024,2.215379408481203,step30000-tokens125B,GenPref
0.31852201843906636,0.6511288453922364,-0.8876187925172957,1.7141800044359508,step3500-tokens14B,Intercept
-0.47350239782887193,1.1834591745975926,-3.137220943220973,1.6749482743647672,step3500-tokens14B,GenPref
-0.33736068944654174,0.6206433426334217,-1.6241581306649806,0.8640636007219684,step4000-tokens16B,Intercept
0.1472792499803041,1.1185644338403964,-2.052183744932133,2.4980302139911528,step4000-tokens16B,GenPref
-1.547051492547945,0.7759240627433914,-3.246244438806125,-0.2784983332907272,step40000-tokens167B,Intercept
2.1092071640692325,1.5477364950450998,-0.3016123181655498,5.603089362764518,step40000-tokens167B,GenPref
-2.02322434534152,0.7455375177065594,-3.496750486928851,-0.6066692834138446,step400000-tokens1677B,Intercept
3.8722003437459187,1.519630685348988,0.9564312299390889,6.8720220726407755,step400000-tokens1677B,GenPref
0.0015540792956858312,0.6704345830391647,-1.2239121099371493,1.431757754396897,step4500-tokens18B,Intercept
-0.4529096896705275,1.1971362814112558,-3.1132515371521077,1.7274182790583659,step4500-tokens18B,GenPref
-0.7105322754578488,0.7143864749365761,-2.3943663214634467,0.4890883200851089,step500-tokens2B,Intercept
1.2262640130138207,1.375078058038966,-0.955593638845089,4.569450307536847,step500-tokens2B,GenPref
-1.1984334778994077,0.8980597393270764,-3.3735701755983114,0.18898229017786358,step5000-tokens20B,Intercept
1.791321076918959,1.762325590584279,-0.7346581834033182,6.1121972676632526,step5000-tokens20B,GenPref
-0.37380156300567263,0.5344774696631588,-1.5405305069857271,0.5472721210125222,step50000-tokens209B,Intercept
1.046073563720436,1.0516201282807185,-0.7652037100515822,3.3793545068676543,step50000-tokens209B,GenPref
-1.0216685773342242,0.7208555039657483,-2.666296569650222,0.18317256238794777,step5500-tokens23B,Intercept
1.4759707297150646,1.412829607027702,-0.74990441878441,4.822213301788042,step5500-tokens23B,GenPref
-0.38569662850188935,0.5562981935220096,-1.5166193586525787,0.6563065775215815,step6000-tokens25B,Intercept
0.25138225283228266,1.0360938109974862,-1.7225961239784053,2.4237122189323066,step6000-tokens25B,GenPref
0.07594584474242522,0.6231370914051224,-1.1110993449402335,1.4212753542604335,step6500-tokens27B,Intercept
-0.38782258172624995,1.1553693951444393,-2.9758995899513416,1.7285033010759838,step6500-tokens27B,GenPref
-0.3246444844776122,0.6404601238502433,-1.7098865260436102,0.860835648880528,step7000-tokens29B,Intercept
0.4972984237089132,1.1830767972762504,-1.6040569874057837,3.139095364161277,step7000-tokens29B,GenPref
-0.2641916188548945,0.5770125216657898,-1.5039533752753573,0.8324078421610062,step7500-tokens31B,Intercept
0.4241362859893531,1.0642276445495382,-1.535448475507341,2.7878961990526028,step7500-tokens31B,GenPref
-0.37978767477741676,0.6152484427889096,-1.6085611590285283,0.8433130171114045,step8000-tokens33B,Intercept
0.07040945517215133,1.1092865344680423,-2.205905397956306,2.2971667231834303,step8000-tokens33B,GenPref
-0.5202543322369072,0.6032046925415537,-1.8104653051095354,0.6072359297328119,step8500-tokens35B,Intercept
0.37373272540287195,1.1051494573254772,-1.698887861294009,2.7822247702427627,step8500-tokens35B,GenPref
-0.42838831424214263,0.6103023421240532,-1.7255808624593973,0.724425126423458,step9000-tokens37B,Intercept
0.3569835733520017,1.1177747188409481,-1.7352536494924529,2.8419022455539,step9000-tokens37B,GenPref
0.19865340615553975,0.5792413167300282,-0.875478090021059,1.4789248133834219,step9500-tokens39B,Intercept
-0.5191962532817002,1.0820416716673378,-3.0035219253384793,1.4163347421531045,step9500-tokens39B,GenPref
